Equipment_ID,Equipment_Type,Failure_Probability_%,Days_to_Failure,Alert_Level,Component,Problem_Detected,Recommended_Action,Issue_Severity
HEMM-B001,Excavator,0.2,70,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B001,Excavator,0.2,70,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B001,Excavator,0.2,70,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D004,Dozer,2.5,103,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-D004,Dozer,2.5,103,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D004,Dozer,2.5,103,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D004,Dozer,2.5,103,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D004,Dozer,2.5,103,OK,Maintenance,110 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-D004,Dozer,2.5,103,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D004,Dozer,2.5,103,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-E001,Grader,98.2,15,CRITICAL,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-E001,Grader,98.2,15,CRITICAL,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-E001,Grader,98.2,15,CRITICAL,Engine,Temperature above normal,Inspect cooling system and coolant level,HIGH
HEMM-E001,Grader,98.2,15,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E001,Grader,98.2,15,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E001,Grader,98.2,15,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E001,Grader,98.2,15,CRITICAL,Maintenance,64 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-E001,Grader,98.2,15,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E001,Grader,98.2,15,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B002,Excavator,0.3,83,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B002,Excavator,0.3,83,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B002,Excavator,0.3,83,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B002,Excavator,0.3,83,OK,Maintenance,64 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-B002,Excavator,0.3,83,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B002,Excavator,0.3,83,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-SC01,Wheel Loader,0.4,134,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-SC01,Wheel Loader,0.4,134,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-SC01,Wheel Loader,0.4,134,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-SC01,Wheel Loader,0.4,134,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-SC01,Wheel Loader,0.4,134,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-SC01,Wheel Loader,0.4,134,OK,Maintenance,84 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-SC01,Wheel Loader,0.4,134,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-SC01,Wheel Loader,0.4,134,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D002,Dozer,0.2,85,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D002,Dozer,0.2,85,OK,Tyres,Life < 30%,Schedule tyre replacement,HIGH
HEMM-D002,Dozer,0.2,85,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D002,Dozer,0.2,85,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D002,Dozer,0.2,85,OK,Maintenance,112 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-D002,Dozer,0.2,85,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D002,Dozer,0.2,85,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-G002,Drill Rig,0.6,124,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-G002,Drill Rig,0.6,124,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-G002,Drill Rig,0.6,124,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-G002,Drill Rig,0.6,124,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-G002,Drill Rig,0.6,124,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-G002,Drill Rig,0.6,124,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-G002,Drill Rig,0.6,124,OK,Maintenance,149 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-G002,Drill Rig,0.6,124,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-G002,Drill Rig,0.6,124,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-L002,Scraper,0.2,125,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-L002,Scraper,0.2,125,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-L002,Scraper,0.2,125,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-L002,Scraper,0.2,125,OK,Maintenance,57 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-L002,Scraper,0.2,125,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-L002,Scraper,0.2,125,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-E001,Grader,0.0,103,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E001,Grader,0.0,103,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E001,Grader,0.0,103,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E001,Grader,0.0,103,OK,Maintenance,152 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-E001,Grader,0.0,103,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E001,Grader,0.0,103,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR02,Dumper,0.4,92,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-DR02,Dumper,0.4,92,OK,Tyres,Life < 30%,Schedule tyre replacement,HIGH
HEMM-DR02,Dumper,0.4,92,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-DR02,Dumper,0.4,92,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-DR02,Dumper,0.4,92,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-DR02,Dumper,0.4,92,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR02,Dumper,0.4,92,OK,Maintenance,39 days since last PM,Schedule preventive maintenance this week,MEDIUM
HEMM-G001,Drill Rig,0.5,105,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-G001,Drill Rig,0.5,105,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-G001,Drill Rig,0.5,105,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-G001,Drill Rig,0.5,105,OK,Maintenance,147 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-G001,Drill Rig,0.5,105,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-G001,Drill Rig,0.5,105,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-L002,Scraper,99.7,1,CRITICAL,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-L002,Scraper,99.7,1,CRITICAL,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-L002,Scraper,99.7,1,CRITICAL,Engine,Life < 30%,Schedule engine overhaul within 2 weeks,HIGH
HEMM-L002,Scraper,99.7,1,CRITICAL,Brakes,Life < 25%,Schedule brake replacement within 1 week,HIGH
HEMM-L002,Scraper,99.7,1,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-L002,Scraper,99.7,1,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-L002,Scraper,99.7,1,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-L002,Scraper,99.7,1,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-G001,Drill Rig,14.7,76,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-G001,Drill Rig,14.7,76,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-G001,Drill Rig,14.7,76,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-G001,Drill Rig,14.7,76,OK,Maintenance,107 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-G001,Drill Rig,14.7,76,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-G001,Drill Rig,14.7,76,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-G001,Drill Rig,2.9,83,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-G001,Drill Rig,2.9,83,OK,Engine,Life < 30%,Schedule engine overhaul within 2 weeks,HIGH
HEMM-G001,Drill Rig,2.9,83,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-G001,Drill Rig,2.9,83,OK,Tyres,Replacement flag set,REPLACE TYRES,HIGH
HEMM-G001,Drill Rig,2.9,83,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-G001,Drill Rig,2.9,83,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-G001,Drill Rig,2.9,83,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-G001,Drill Rig,2.9,83,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B003,Excavator,1.6,101,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B003,Excavator,1.6,101,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B003,Excavator,1.6,101,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B003,Excavator,1.6,101,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B003,Excavator,1.6,101,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-G002,Drill Rig,1.1,102,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-G002,Drill Rig,1.1,102,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-G002,Drill Rig,1.1,102,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-G002,Drill Rig,1.1,102,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-G002,Drill Rig,1.1,102,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-G002,Drill Rig,1.1,102,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-G002,Drill Rig,1.1,102,OK,Maintenance,121 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-G002,Drill Rig,1.1,102,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-G002,Drill Rig,1.1,102,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B002,Excavator,0.2,101,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B002,Excavator,0.2,101,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B002,Excavator,0.2,101,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B002,Excavator,0.2,101,OK,Maintenance,130 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-B002,Excavator,0.2,101,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B002,Excavator,0.2,101,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR02,Dumper,99.4,3,CRITICAL,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-DR02,Dumper,99.4,3,CRITICAL,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-DR02,Dumper,99.4,3,CRITICAL,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-DR02,Dumper,99.4,3,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-DR02,Dumper,99.4,3,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-DR02,Dumper,99.4,3,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-DR02,Dumper,99.4,3,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-E001,Grader,0.0,105,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E001,Grader,0.0,105,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E001,Grader,0.0,105,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E001,Grader,0.0,105,OK,Maintenance,109 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-E001,Grader,0.0,105,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E001,Grader,0.0,105,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-E003,Grader,0.7,117,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-E003,Grader,0.7,117,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-E003,Grader,0.7,117,OK,Engine,Life < 30%,Schedule engine overhaul within 2 weeks,HIGH
HEMM-E003,Grader,0.7,117,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E003,Grader,0.7,117,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E003,Grader,0.7,117,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E003,Grader,0.7,117,OK,Maintenance,136 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-E003,Grader,0.7,117,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E003,Grader,0.7,117,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-SC01,Wheel Loader,0.2,101,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-SC01,Wheel Loader,0.2,101,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-SC01,Wheel Loader,0.2,101,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-SC01,Wheel Loader,0.2,101,OK,Maintenance,101 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-SC01,Wheel Loader,0.2,101,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-SC01,Wheel Loader,0.2,101,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-L001,Scraper,0.2,107,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-L001,Scraper,0.2,107,OK,Engine,Life < 30%,Schedule engine overhaul within 2 weeks,HIGH
HEMM-L001,Scraper,0.2,107,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-L001,Scraper,0.2,107,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-L001,Scraper,0.2,107,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-L001,Scraper,0.2,107,OK,Maintenance,123 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-L001,Scraper,0.2,107,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-L001,Scraper,0.2,107,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D003,Dozer,0.8,105,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D003,Dozer,0.8,105,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D003,Dozer,0.8,105,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D003,Dozer,0.8,105,OK,Maintenance,179 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-D003,Dozer,0.8,105,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D003,Dozer,0.8,105,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-E001,Grader,0.0,86,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E001,Grader,0.0,86,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E001,Grader,0.0,86,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E001,Grader,0.0,86,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E001,Grader,0.0,86,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B002,Excavator,0.2,131,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-B002,Excavator,0.2,131,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-B002,Excavator,0.2,131,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B002,Excavator,0.2,131,OK,Tyres,Life < 30%,Schedule tyre replacement,HIGH
HEMM-B002,Excavator,0.2,131,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B002,Excavator,0.2,131,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B002,Excavator,0.2,131,OK,Maintenance,116 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-B002,Excavator,0.2,131,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B002,Excavator,0.2,131,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-L002,Scraper,0.9,132,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-L002,Scraper,0.9,132,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-L002,Scraper,0.9,132,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-L002,Scraper,0.9,132,OK,Maintenance,127 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-L002,Scraper,0.9,132,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-L002,Scraper,0.9,132,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B002,Excavator,0.0,106,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-B002,Excavator,0.0,106,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-B002,Excavator,0.0,106,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B002,Excavator,0.0,106,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B002,Excavator,0.0,106,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B002,Excavator,0.0,106,OK,Maintenance,62 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-B002,Excavator,0.0,106,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B002,Excavator,0.0,106,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D005,Dozer,100.0,1,CRITICAL,Brakes,Life < 10%,REPLACE BRAKE PADS IMMEDIATELY,CRITICAL
HEMM-D005,Dozer,100.0,1,CRITICAL,Brakes,Replacement flag set,REPLACE BRAKE SYSTEM,CRITICAL
HEMM-D005,Dozer,100.0,1,CRITICAL,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-D005,Dozer,100.0,1,CRITICAL,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-D005,Dozer,100.0,1,CRITICAL,Engine,Life < 30%,Schedule engine overhaul within 2 weeks,HIGH
HEMM-D005,Dozer,100.0,1,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D005,Dozer,100.0,1,CRITICAL,Drivetrain,Vibration above normal,"Inspect bearings, mounts, driveshaft",HIGH
HEMM-D005,Dozer,100.0,1,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D005,Dozer,100.0,1,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D005,Dozer,100.0,1,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D005,Dozer,100.0,1,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D002,Dozer,0.4,118,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-D002,Dozer,0.4,118,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-D002,Dozer,0.4,118,OK,Engine,Life < 30%,Schedule engine overhaul within 2 weeks,HIGH
HEMM-D002,Dozer,0.4,118,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D002,Dozer,0.4,118,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D002,Dozer,0.4,118,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D002,Dozer,0.4,118,OK,Maintenance,143 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-D002,Dozer,0.4,118,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D002,Dozer,0.4,118,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-L001,Scraper,8.2,100,OK,Engine,Replacement flag set,REPLACE ENGINE — flagged by inspection,CRITICAL
HEMM-L001,Scraper,8.2,100,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-L001,Scraper,8.2,100,OK,Hydraulics,Life < 30%,Schedule hydraulic service,HIGH
HEMM-L001,Scraper,8.2,100,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-L001,Scraper,8.2,100,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-L001,Scraper,8.2,100,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-L001,Scraper,8.2,100,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR02,Dumper,0.2,104,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-DR02,Dumper,0.2,104,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-DR02,Dumper,0.2,104,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-DR02,Dumper,0.2,104,OK,Maintenance,178 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-DR02,Dumper,0.2,104,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-DR02,Dumper,0.2,104,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-E002,Grader,0.0,116,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-E002,Grader,0.0,116,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E002,Grader,0.0,116,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E002,Grader,0.0,116,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E002,Grader,0.0,116,OK,Maintenance,105 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-E002,Grader,0.0,116,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E002,Grader,0.0,116,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-G001,Drill Rig,0.2,108,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-G001,Drill Rig,0.2,108,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-G001,Drill Rig,0.2,108,OK,Engine,Life < 30%,Schedule engine overhaul within 2 weeks,HIGH
HEMM-G001,Drill Rig,0.2,108,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-G001,Drill Rig,0.2,108,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-G001,Drill Rig,0.2,108,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-G001,Drill Rig,0.2,108,OK,Maintenance,56 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-G001,Drill Rig,0.2,108,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-G001,Drill Rig,0.2,108,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR02,Dumper,98.9,5,CRITICAL,Brakes,Life < 10%,REPLACE BRAKE PADS IMMEDIATELY,CRITICAL
HEMM-DR02,Dumper,98.9,5,CRITICAL,Brakes,Replacement flag set,REPLACE BRAKE SYSTEM,CRITICAL
HEMM-DR02,Dumper,98.9,5,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-DR02,Dumper,98.9,5,CRITICAL,Drivetrain,Vibration above normal,"Inspect bearings, mounts, driveshaft",HIGH
HEMM-DR02,Dumper,98.9,5,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-DR02,Dumper,98.9,5,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-DR02,Dumper,98.9,5,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR02,Dumper,98.9,5,CRITICAL,Maintenance,34 days since last PM,Schedule preventive maintenance this week,MEDIUM
HEMM-E003,Grader,0.4,101,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E003,Grader,0.4,101,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E003,Grader,0.4,101,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E003,Grader,0.4,101,OK,Maintenance,92 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
