Device_ID,Device_Type,Date,Device_Type_enc,Location_enc,Shift_enc,Operating_System_enc,Maintenance_Priority_enc,Device_Age_Years,CPU_Usage_pct,RAM_Usage_pct,Disk_Usage_pct,Temperature_C,Network_Latency_ms,Power_Consumption_W,Battery_Backup_pct,Error_Logs_Count,Fan_Speed_RPM,Voltage_V,Uptime_Hours,Last_Maintenance_Days,Health_Score,CPU_RAM_Avg,Temp_Fan_Ratio,Resource_Pressure,Overdue_Maintenance,Critical_Temp,High_Error,Age_Maint_Score,Year,Month,Day_of_Week,Failure_Type,Failure_Component,Maintenance_Priority,Days_to_Next_Failure,Failure
IT-SRV-004,Server,2021-06-30,3,0,0,5,0,3.9,75.6,99.9,56.5,79.5,8.69,317.6,95.0,23,2841.0,222.5,795,210,23.1,87.75,27.9831,77.16,1,1,1,8.19,2021,6,2,Server Crash,CPU/RAM,Critical,3,1
IT-UPS-003,UPS,2021-11-17,6,3,1,8,2,7.5,11.1,23.7,18.6,29.5,1.65,604.5,99.7,4,2097.0,219.8,5908,11,94.0,17.4,14.0677,17.13,0,0,0,0.82,2021,11,2,None,None,Low,84,0
IT-PRT-002,Printer,2021-05-19,1,2,2,8,1,0.9,29.0,50.5,97.1,24.6,9.91,87.9,89.3,2,1988.0,223.8,2943,155,83.2,39.75,12.3742,55.88,0,0,0,1.4,2021,5,2,None,None,High,111,0
IT-WRK-001,Workstation,2023-01-23,7,2,2,10,2,1.1,25.1,76.6,82.4,39.1,6.24,151.9,72.5,5,2511.0,233.4,7016,50,92.5,50.85,15.5715,57.74,0,0,0,0.55,2023,1,0,None,None,Low,163,0
IT-FRW-002,Firewall,2022-10-26,0,1,2,13,2,2.9,19.6,23.4,17.1,39.2,1.39,73.9,99.7,0,2452.0,216.6,7444,77,100.0,21.5,15.9869,19.99,0,0,0,2.23,2022,10,2,None,None,Low,144,0
IT-WRK-001,Workstation,2023-10-14,7,2,2,10,2,2.8,45.9,55.5,74.6,37.849999999999994,4.27,179.4,69.1,0,2256.0,210.4,7402,138,95.2,50.7,16.7775,57.39,0,0,0,3.86,2023,10,5,None,None,Low,155,0
IT-UPS-001,UPS,2022-10-16,6,3,2,8,2,6.0,5.6,15.8,20.8,24.8,0.81,518.1,84.9,1,1780.0,209.6,6325,122,95.3,10.7,13.9326,13.22,0,0,0,7.32,2022,10,6,None,None,Low,82,0
IT-WRK-001,Workstation,2023-02-24,7,2,0,9,3,2.3,78.7,36.9,88.3,41.9,3.65,168.6,84.0,3,2449.0,226.6,4715,208,77.4,57.8,17.109,69.04,1,0,0,4.78,2023,2,4,None,None,Medium,101,0
IT-SRV-004,Server,2023-02-04,3,0,2,11,2,5.6,49.8,48.0,60.5,42.2,8.17,275.3,95.6,1,3131.0,222.6,1612,105,97.0,48.9,13.4781,52.47,0,0,0,5.88,2023,2,5,None,None,Low,180,0
IT-SRV-003,Server,2023-11-12,3,0,1,12,2,0.5,54.7,69.8,25.9,38.7,9.89,324.5,97.5,1,3210.0,216.2,981,75,98.5,62.25,12.0561,50.59,0,0,0,0.38,2023,11,6,None,None,Low,88,0
IT-SRV-004,Server,2023-02-18,3,0,2,11,3,3.2,50.1,75.5,39.3,34.1,4.79,306.1,93.8,3,3043.0,221.4,8096,273,77.2,62.8,11.206,54.48,1,0,0,8.74,2023,2,5,None,None,Medium,119,0
IT-SRV-003,Server,2022-01-27,3,0,1,5,2,7.4,8.6,43.2,29.5,37.7,2.48,369.3,92.6,0,2918.0,213.1,541,89,100.0,25.9,12.9198,25.25,0,0,0,6.59,2022,1,3,None,None,Low,41,0
IT-SWT-001,Switch,2023-08-23,5,1,0,3,3,7.8,38.2,29.4,17.9,40.5,3.4,65.3,96.1,2,2412.0,219.1,1195,254,80.6,33.8,16.791,29.47,1,0,0,19.81,2023,8,2,None,None,Medium,141,0
IT-WRK-002,Workstation,2023-06-20,7,2,1,10,2,1.9,78.8,45.7,45.3,36.1,6.29,163.4,74.6,5,2247.0,227.0,5061,130,84.1,62.25,16.0659,58.82,0,0,0,2.47,2023,6,1,None,None,Low,114,0
IT-STR-001,Storage Device,2023-02-20,4,0,0,8,1,1.2,23.2,32.4,100.0,41.2,5.85,93.5,100.0,1,1828.0,212.9,4519,303,67.1,27.8,22.5383,49.0,1,0,0,3.64,2023,2,0,None,None,High,34,0
IT-RTR-003,Router,2022-12-11,2,1,0,1,2,5.2,49.8,35.6,37.5,38.7,1.94,92.4,98.9,1,2422.0,222.6,3310,104,97.1,42.7,15.9785,41.85,0,0,0,5.41,2022,12,6,None,None,Low,111,0
IT-PRT-001,Printer,2021-06-08,1,2,0,8,2,7.2,12.9,38.5,79.6,37.2,10.19,109.1,93.8,4,1777.0,220.2,3788,152,87.8,25.7,20.9342,40.59,0,0,0,10.94,2021,6,1,None,None,Low,32,0
IT-RTR-003,Router,2023-04-27,2,1,2,1,2,5.4,41.9,40.7,48.7,33.6,2.73,45.7,98.6,0,2514.0,215.3,5521,102,98.8,41.3,13.3652,43.58,0,0,0,5.51,2023,4,3,None,None,Low,62,0
IT-SWT-001,Switch,2022-04-26,5,1,0,3,2,5.4,21.5,32.7,39.7,37.849999999999994,3.24,63.6,94.2,0,2124.0,220.6,3417,176,91.4,27.1,17.8202,30.32,0,0,0,9.5,2022,4,1,None,None,Low,111,0
IT-WRK-004,Workstation,2023-06-04,7,2,1,6,3,2.6,39.1,74.4,59.8,33.7,14.51,123.2,92.8,2,1953.0,221.0,6361,195,86.5,56.75,17.2555,55.9,1,0,0,5.07,2023,6,6,None,None,Medium,84,0
IT-PRT-001,Printer,2022-10-09,1,2,2,8,3,1.3,6.3,24.4,66.1,31.6,9.54,109.4,89.7,0,1700.0,218.4,6298,292,79.8,15.35,18.5882,29.67,1,0,0,3.8,2022,10,6,None,None,Medium,57,0
IT-SRV-003,Server,2023-01-22,3,0,0,7,3,2.1,42.1,64.7,59.0,40.2,5.42,247.0,89.7,3,3229.0,220.5,3027,190,85.5,53.4,12.4497,53.95,1,0,0,3.99,2023,1,6,None,None,Medium,137,0
IT-STR-001,Storage Device,2021-10-12,4,0,0,8,2,0.9,28.8,43.2,76.8,40.2,15.97,102.5,85.7,0,1731.0,220.7,4596,117,97.3,36.0,23.2236,47.52,0,0,0,1.05,2021,10,1,None,None,Low,102,0
IT-SRV-005,Server,2022-02-18,3,0,2,11,2,2.1,33.3,32.6,53.6,34.2,2.94,516.3,89.2,0,3049.0,216.0,2615,123,96.7,32.95,11.2168,39.18,0,0,0,2.58,2022,2,4,None,None,Low,95,0
IT-SRV-003,Server,2023-06-05,3,0,0,5,3,7.8,32.6,70.1,72.6,36.6,5.39,312.9,95.7,2,2895.0,218.4,7485,233,82.7,51.35,12.6425,55.85,1,0,0,18.17,2023,6,0,None,None,Medium,126,0
IT-PRT-001,Printer,2022-06-22,1,2,0,8,0,2.4,57.2,66.1,80.5,60.4,12.02,88.3,99.6,27,1996.0,220.5,3317,68,55.2,61.65,30.2605,66.86,0,0,1,1.63,2022,6,2,Server Crash,CPU/RAM,Critical,7,1
IT-SWT-002,Switch,2021-11-19,5,1,2,1,3,1.8,30.6,37.4,27.2,41.6,2.18,72.5,96.1,1,2808.0,219.7,3211,356,71.9,34.0,14.8148,31.62,1,0,0,6.41,2021,11,4,None,None,Medium,60,0
IT-SWT-003,Switch,2022-01-15,5,1,2,3,2,2.9,38.6,43.4,43.1,39.9,2.05,62.6,97.7,1,2610.0,220.6,1958,160,91.5,41.0,15.2874,41.39,0,0,0,4.64,2022,1,5,None,None,Low,107,0
IT-RTR-001,Router,2021-02-07,2,1,1,1,0,6.4,31.9,33.9,28.3,36.2,3.73,171.3,94.2,1,2418.0,192.3,7031,103,97.2,32.9,14.9711,31.42,0,0,0,6.59,2021,2,6,Power Failure,Power Supply,Critical,5,1
IT-SRV-002,Server,2022-01-22,3,0,1,5,0,2.4,76.3,100.0,57.8,67.1,4.81,294.8,87.0,17,3249.0,218.6,1984,108,50.5,88.15,20.6525,77.86,0,0,1,2.59,2022,1,5,Server Crash,CPU/RAM,Critical,7,1
IT-WRK-004,Workstation,2022-11-21,7,2,1,6,3,5.2,25.0,55.8,52.0,41.7,8.74,142.4,84.7,3,2255.0,218.9,1167,333,71.2,40.4,18.4922,42.34,1,0,0,17.32,2022,11,0,None,None,Medium,72,0
IT-WRK-004,Workstation,2023-11-16,7,2,2,10,3,2.7,3.2,58.9,67.5,37.8,7.97,128.2,77.5,2,1946.0,225.3,3654,231,82.9,31.05,19.4245,39.2,1,0,0,6.24,2023,11,3,None,None,Medium,70,0
IT-WRK-003,Workstation,2022-09-14,7,2,2,10,3,3.5,47.6,68.5,60.9,40.9,6.02,127.0,87.5,3,1839.0,225.3,134,213,83.2,58.05,22.2403,57.86,1,0,0,7.46,2022,9,2,None,None,Medium,171,0
IT-WRK-001,Workstation,2021-05-08,7,2,2,9,0,2.6,71.3,63.6,77.3,38.9,7.7,208.3,80.2,2,2203.0,190.7,8110,149,90.5,67.45,17.6577,70.79,0,0,0,3.87,2021,5,5,Power Failure,Power Supply,Critical,2,1
IT-WRK-001,Workstation,2022-04-09,7,2,2,10,2,6.4,66.8,42.0,69.7,36.7,10.8,155.6,97.9,2,2216.0,219.0,2833,126,93.4,54.4,16.5614,60.23,0,0,0,8.06,2022,4,5,None,None,Low,53,0
IT-STR-001,Storage Device,2021-02-22,4,0,1,8,3,4.6,16.3,31.4,67.0,39.1,9.63,134.8,99.0,1,1885.0,218.0,6648,227,84.8,23.85,20.7427,36.04,1,0,0,10.44,2021,2,0,None,None,Medium,147,0
IT-RTR-001,Router,2021-12-13,2,1,1,8,2,2.6,44.0,38.8,38.7,38.4,1.88,84.9,100.0,1,2462.0,219.5,3207,28,98.5,41.4,15.5971,40.85,0,0,0,0.73,2021,12,0,None,None,Low,82,0
IT-WRK-004,Workstation,2023-12-18,7,2,0,6,0,6.7,77.1,65.9,56.3,65.3,9.26,168.4,75.5,30,2174.0,215.4,5085,340,18.2,71.5,30.0368,67.5,1,0,1,22.78,2023,12,0,Server Crash,CPU/RAM,Critical,7,1
IT-PRT-001,Printer,2022-04-29,1,2,2,8,3,7.7,21.0,17.0,50.0,33.0,9.32,114.9,92.7,1,1689.0,225.9,7387,239,83.6,19.0,19.5382,28.5,1,0,0,18.4,2022,4,4,None,None,Medium,171,0
IT-UPS-003,UPS,2021-06-27,6,3,0,8,0,7.7,42.8,14.9,20.5,63.6,1.55,551.4,89.5,0,1237.0,212.0,6957,76,93.2,28.85,51.4147,27.74,0,0,0,5.85,2021,6,6,Overheating,Cooling System,Critical,4,1
IT-RTR-001,Router,2021-06-12,2,1,1,4,2,1.4,55.5,39.7,27.5,42.6,3.47,80.2,100.0,1,2431.0,216.9,8454,85,98.5,47.6,17.5237,42.36,0,0,0,1.19,2021,6,5,None,None,Low,36,0
IT-PRT-002,Printer,2023-07-11,1,2,1,8,3,5.4,22.1,20.3,76.5,36.1,6.57,124.0,82.8,1,1708.0,223.1,6201,311,76.4,21.2,21.1358,37.88,1,0,0,16.79,2023,7,1,None,None,Medium,62,0
IT-STR-001,Storage Device,2023-06-04,4,0,2,8,1,4.7,13.3,36.8,91.2,34.9,8.83,104.7,89.3,0,1692.0,217.8,6525,136,91.7,25.05,20.6265,43.72,0,0,0,6.39,2023,6,6,None,None,High,165,0
IT-SWT-001,Switch,2021-05-09,5,1,0,1,3,7.1,11.9,48.2,29.3,34.6,3.09,67.8,99.9,2,2606.0,218.1,5946,358,70.2,30.05,13.2771,28.01,1,0,0,25.42,2021,5,6,None,None,Medium,99,0
IT-SWT-003,Switch,2022-02-03,5,1,0,3,0,6.8,39.9,38.5,20.4,46.3,5.12,214.6,99.0,2,2595.0,181.5,1920,210,85.0,39.2,17.842,33.63,1,0,0,14.28,2022,2,3,Power Failure,Power Supply,Critical,5,1
IT-WRK-004,Workstation,2022-03-01,7,2,1,10,2,7.5,65.0,85.8,36.9,44.3,5.81,159.5,94.1,2,2438.0,215.5,4841,180,85.7,75.4,18.1706,62.81,0,0,0,13.5,2022,3,1,None,None,Low,80,0
IT-WRK-001,Workstation,2022-09-20,7,2,0,10,0,3.8,74.9,100.0,75.8,62.8,10.49,182.6,71.3,19,1897.0,220.8,6745,149,47.1,87.45,33.1049,82.7,0,0,1,5.66,2022,9,1,Server Crash,CPU/RAM,Critical,4,1
IT-SRV-005,Server,2022-02-11,3,0,1,7,0,6.9,83.9,98.9,64.1,40.2,0.1,294.9,100.0,19,3128.0,222.8,6454,106,55.4,91.4,12.8517,82.46,0,0,1,7.31,2022,2,4,Software Crash,OS/Software,Critical,5,1
IT-SWT-002,Switch,2022-03-09,5,1,0,3,3,4.4,35.2,33.5,25.3,38.3,3.5,84.7,98.9,0,2252.0,223.9,7670,281,80.9,34.35,17.0071,31.72,1,0,0,12.36,2022,3,2,None,None,Medium,87,0
IT-WRK-002,Workstation,2021-11-19,7,2,0,10,0,0.7,62.9,73.0,99.7,61.3,2.02,121.1,84.2,25,1859.0,216.0,3739,344,23.2,67.95,32.9747,76.97,1,0,1,2.41,2021,11,4,Server Crash,CPU/RAM,Critical,0,1
IT-UPS-001,UPS,2022-12-04,6,3,1,8,2,1.4,18.1,19.1,21.7,32.9,1.6,455.1,87.5,2,1900.0,222.2,7468,24,97.0,18.6,17.3158,19.48,0,0,0,0.34,2022,12,6,None,None,Low,164,0
IT-RTR-001,Router,2021-06-23,2,1,1,4,3,2.4,50.1,32.8,30.2,44.3,3.52,56.6,100.0,1,2562.0,213.8,5858,297,77.8,41.45,17.2912,38.94,1,0,0,7.13,2021,6,2,None,None,Medium,87,0
IT-RTR-001,Router,2021-07-08,2,1,0,1,0,3.8,29.1,31.3,36.2,30.9,193.38,68.9,98.5,12,2480.0,214.4,4674,165,74.5,30.2,12.4597,31.89,0,0,1,6.27,2021,7,3,Network Outage,Network Interface,Critical,7,1
IT-SWT-003,Switch,2023-07-12,5,1,2,8,3,7.6,19.2,40.3,32.2,37.8,2.08,90.2,98.5,2,2218.0,218.1,988,333,72.7,29.75,17.0424,29.43,1,0,0,25.31,2023,7,2,None,None,Medium,109,0
IT-PRT-001,Printer,2023-12-21,1,2,1,8,0,7.6,27.1,29.5,89.7,37.0,13.43,86.8,21.5,0,1759.0,197.3,6881,223,83.9,28.3,21.0347,46.6,1,0,0,16.95,2023,12,3,UPS Battery Failure,Battery,Critical,5,1
IT-PRT-002,Printer,2022-10-02,1,2,1,8,2,5.5,33.2,34.0,49.1,42.6,10.37,114.9,99.5,1,1845.0,222.7,3050,99,97.6,33.6,23.0894,38.21,0,0,0,5.44,2022,10,6,None,None,Low,139,0
IT-SRV-003,Server,2021-03-01,3,0,2,5,3,3.9,48.9,87.7,46.9,43.9,3.71,362.4,100.0,1,2816.0,218.9,2397,365,67.9,68.3,15.5895,59.94,1,0,0,14.24,2021,3,0,None,None,Medium,103,0
IT-PRT-002,Printer,2023-12-04,1,2,1,8,2,7.4,17.3,31.6,65.4,38.6,5.57,135.4,93.0,2,1611.0,224.0,1605,174,88.6,24.45,23.9603,36.02,0,0,0,12.88,2023,12,0,None,None,Low,148,0
IT-SRV-003,Server,2023-06-06,3,0,2,5,2,3.5,59.4,69.4,66.6,37.3,5.37,412.5,98.6,3,2924.0,218.3,2842,135,91.0,64.4,12.7565,64.56,0,0,0,4.72,2023,6,1,None,None,Low,56,0
IT-SRV-002,Server,2022-12-03,3,0,0,12,2,1.6,41.8,71.5,42.4,46.0,5.2,347.2,90.7,0,2837.0,219.4,2538,144,94.6,56.65,16.2143,50.89,0,0,0,2.3,2022,12,5,None,None,Low,52,0
IT-UPS-001,UPS,2021-07-24,6,3,2,8,2,4.4,6.6,13.1,10.9,33.4,4.27,582.4,92.2,0,2066.0,217.6,6097,120,97.0,9.85,16.1665,9.84,0,0,0,5.28,2021,7,5,None,None,Low,112,0
IT-SRV-004,Server,2021-04-18,3,0,1,5,3,1.9,29.2,68.1,36.0,39.6,2.7,311.4,100.0,0,3149.0,221.9,8056,322,76.8,48.65,12.5754,42.91,1,0,0,6.12,2021,4,6,None,None,Medium,58,0
IT-WRK-001,Workstation,2022-05-07,7,2,2,10,2,6.5,27.2,82.9,76.8,31.7,10.4,115.9,87.8,2,2069.0,212.4,3394,142,90.6,55.05,15.3214,58.79,0,0,0,9.23,2022,5,5,None,None,Low,110,0
IT-UPS-002,UPS,2022-03-23,6,3,1,8,3,0.7,4.4,23.6,23.4,29.4,1.71,495.4,82.5,2,1929.0,216.9,135,348,71.2,14.0,15.2411,15.86,1,0,0,2.44,2022,3,2,None,None,Medium,94,0
IT-SRV-004,Server,2021-01-10,3,0,0,11,2,6.6,78.1,48.7,57.6,51.1,4.91,356.1,94.6,2,2935.0,219.1,5138,68,93.0,63.4,17.4106,63.13,0,0,0,4.49,2021,1,6,None,None,Low,159,0
IT-PRT-001,Printer,2021-08-10,1,2,2,8,2,3.1,24.7,30.8,64.4,38.2,19.47,98.5,100.0,3,1724.0,214.6,4230,88,95.5,27.75,22.1578,38.44,0,0,0,2.73,2021,8,1,None,None,Low,130,0
IT-STR-001,Storage Device,2021-02-19,4,0,2,8,3,5.1,24.6,36.7,64.5,23.2,15.64,106.5,85.8,2,1567.0,222.9,4449,277,78.3,30.65,14.8054,40.2,1,0,0,14.13,2021,2,4,None,None,Medium,145,0
IT-SWT-003,Switch,2021-10-04,5,1,2,3,3,3.2,28.7,20.8,34.8,36.1,3.54,89.6,93.3,2,2524.0,223.4,1285,253,80.7,24.75,14.3027,28.16,1,0,0,8.1,2021,10,0,None,None,Medium,97,0
IT-WRK-004,Workstation,2022-03-09,7,2,0,6,0,5.5,30.2,38.5,29.7,40.1,2.34,218.1,69.4,4,2496.0,180.7,3462,74,94.0,34.35,16.0657,32.54,0,0,0,4.07,2022,3,2,Power Failure,Power Supply,Critical,4,1
IT-WRK-002,Workstation,2023-12-29,7,2,1,9,2,4.4,12.6,74.7,52.7,38.3,9.53,179.3,80.8,3,1878.0,219.9,7750,177,86.8,43.65,20.394,43.26,0,0,0,7.79,2023,12,4,None,None,Low,91,0
IT-STR-001,Storage Device,2022-06-28,4,0,0,8,2,4.7,24.3,26.8,67.8,37.7,15.0,89.5,92.6,3,2139.0,218.3,4804,140,90.5,25.55,17.6251,38.1,0,0,0,6.58,2022,6,1,None,None,Low,122,0
IT-RTR-001,Router,2022-01-10,2,1,2,8,0,6.3,22.0,52.5,55.9,45.2,3.36,72.2,98.3,14,2509.0,223.7,5196,267,61.3,37.25,18.0151,41.32,1,0,1,16.82,2022,1,0,Disk Failure,Hard Disk,Critical,7,1
IT-SWT-003,Switch,2023-05-31,5,1,0,3,2,1.8,25.7,40.7,26.6,29.0,1.7,94.6,97.8,1,2569.0,222.2,5891,53,98.5,33.2,11.2884,30.47,0,0,0,0.95,2023,5,2,None,None,Low,44,0
IT-RTR-003,Router,2023-05-24,2,1,1,4,2,0.8,27.1,32.7,23.5,39.9,3.71,116.7,100.0,1,2686.0,216.8,3145,148,92.7,29.9,14.8548,27.7,0,0,0,1.18,2023,5,2,None,None,Low,87,0
IT-FRW-001,Firewall,2023-01-20,0,1,1,13,2,1.4,22.0,49.1,27.6,43.7,4.79,78.3,100.0,1,2215.0,221.4,5908,155,92.0,35.55,19.7291,31.81,0,0,0,2.17,2023,1,4,None,None,Low,49,0
IT-WRK-003,Workstation,2021-08-21,7,2,0,9,3,5.6,36.6,47.6,63.4,35.4,7.79,156.5,77.4,2,2371.0,225.4,8379,224,83.6,42.1,14.9304,47.94,1,0,0,12.54,2021,8,5,None,None,Medium,72,0
IT-SRV-004,Server,2022-04-07,3,0,2,7,3,7.6,54.9,39.5,56.9,39.4,7.64,414.2,97.7,3,2822.0,221.3,1732,323,72.2,47.2,13.9617,50.88,1,0,0,24.55,2022,4,3,None,None,Medium,165,0
IT-PRT-002,Printer,2023-10-04,1,2,0,8,0,3.6,11.5,24.6,100.0,60.3,12.83,153.4,96.0,10,1797.0,222.2,5918,128,63.6,18.05,33.5559,41.98,0,0,0,4.61,2023,10,2,Hardware Failure,Motherboard,Critical,3,1
IT-WRK-001,Workstation,2022-10-05,7,2,1,10,3,7.3,31.6,30.8,41.1,35.3,12.41,113.9,83.2,9,2269.0,211.5,7929,126,82.9,31.2,15.5575,34.21,0,0,0,9.2,2022,10,2,None,None,Medium,123,0
IT-SRV-003,Server,2022-11-28,3,0,2,7,2,7.4,23.8,91.0,60.5,37.0,4.24,308.0,94.2,4,2961.0,231.4,3312,149,83.7,57.4,12.4958,54.97,0,0,0,11.03,2022,11,0,None,None,Low,37,0
IT-UPS-003,UPS,2022-02-23,6,3,0,8,2,6.4,4.8,23.6,17.4,30.5,1.81,440.2,76.1,2,1759.0,220.9,6968,73,97.0,14.2,17.3394,14.22,0,0,0,4.67,2022,2,2,None,None,Low,112,0
IT-SWT-001,Switch,2021-10-09,5,1,2,8,3,7.8,28.0,43.1,33.6,31.2,2.93,73.3,97.8,1,2439.0,222.4,7847,191,88.4,35.55,12.7921,34.21,1,0,0,14.9,2021,10,5,None,None,Medium,164,0
IT-WRK-001,Workstation,2021-11-28,7,2,0,9,3,8.0,10.4,23.9,58.1,42.6,4.27,151.7,75.8,4,2359.0,218.4,4047,335,69.5,17.15,18.0585,28.76,1,0,0,26.8,2021,11,6,None,None,Medium,111,0
IT-SWT-002,Switch,2022-02-26,5,1,0,3,3,4.4,26.4,12.9,24.8,36.4,2.58,65.2,98.1,0,2442.0,217.1,1761,328,76.2,19.65,14.9058,21.87,1,0,0,14.43,2022,2,5,None,None,Medium,145,0
IT-FRW-001,Firewall,2023-08-01,0,1,1,13,2,7.5,20.7,40.4,37.2,45.0,5.12,65.3,98.1,2,2440.0,216.5,1147,150,91.0,30.55,18.4426,31.56,0,0,0,11.25,2023,8,1,None,None,Low,122,0
IT-SRV-003,Server,2023-06-08,3,0,0,11,2,3.3,15.1,47.4,82.6,37.849999999999994,5.42,380.9,100.0,0,3071.0,223.3,3044,167,92.3,31.25,12.325,45.04,0,0,0,5.51,2023,6,3,None,None,Low,153,0
IT-WRK-003,Workstation,2022-11-18,7,2,1,6,3,0.9,78.0,50.4,64.9,37.1,2.07,155.7,87.6,5,2176.0,227.2,165,331,64.4,64.2,17.0496,65.79,1,0,0,2.98,2022,11,4,None,None,Medium,75,0
IT-RTR-002,Router,2021-06-13,2,1,2,8,0,6.1,35.7,45.0,22.3,49.7,1.9,83.6,96.9,15,2601.0,222.2,8016,256,60.9,40.35,19.108,34.47,1,0,1,15.62,2021,6,6,Hardware Failure,Motherboard,Critical,3,1
IT-SWT-003,Switch,2021-04-07,5,1,1,3,3,2.4,33.3,49.3,33.2,42.0,3.0,73.4,97.4,2,2257.0,223.6,5845,183,87.7,41.3,18.6088,38.07,1,0,0,4.39,2021,4,2,None,None,Medium,160,0
IT-FRW-001,Firewall,2021-09-07,0,1,0,2,2,1.5,42.9,22.2,31.6,44.3,3.35,65.2,97.8,2,2599.0,222.7,2534,175,88.5,32.55,17.045,33.3,0,0,0,2.62,2021,9,1,None,None,Low,42,0
IT-FRW-001,Firewall,2022-10-26,0,1,2,13,0,4.4,36.8,54.6,72.6,46.8,2.37,96.5,96.6,24,2860.0,221.8,553,38,64.0,45.7,16.3636,52.88,0,0,1,1.67,2022,10,2,Disk Failure,Hard Disk,Critical,4,1
IT-WRK-002,Workstation,2022-10-17,7,2,0,10,2,2.0,32.1,46.5,61.2,30.3,5.92,124.2,92.7,3,2206.0,228.6,7818,137,90.8,39.3,13.7353,45.15,0,0,0,2.74,2022,10,0,None,None,Low,169,0
IT-FRW-001,Firewall,2023-06-06,0,1,1,2,0,6.2,11.7,78.2,31.9,40.5,2.78,75.7,100.0,12,2547.0,219.9,4582,192,71.8,44.95,15.9011,37.71,1,0,1,11.9,2023,6,1,Memory Failure,RAM,Critical,1,1
IT-RTR-001,Router,2022-08-07,2,1,0,1,3,5.8,45.9,48.3,26.5,37.849999999999994,2.84,97.5,100.0,1,2188.0,223.3,1537,346,72.9,47.1,17.2989,40.8,1,0,0,20.07,2022,8,6,None,None,Medium,77,0
IT-UPS-001,UPS,2022-12-20,6,3,0,8,3,6.6,5.4,14.5,10.6,36.5,1.51,489.3,92.4,0,1981.0,218.4,4665,340,75.0,9.95,18.425,9.69,1,0,0,22.44,2022,12,1,None,None,Medium,94,0
IT-PRT-001,Printer,2022-11-20,1,2,1,8,3,2.4,25.9,32.3,19.6,38.8,5.11,45.9,90.7,1,1755.0,214.7,4008,193,88.2,29.1,22.1083,25.93,1,0,0,4.63,2022,11,6,None,None,Medium,163,0
IT-PRT-002,Printer,2022-04-23,1,2,0,8,3,5.6,16.1,10.6,82.1,47.1,5.56,98.9,83.8,0,1977.0,220.6,1808,300,79.0,13.35,23.824,34.25,1,0,0,16.8,2022,4,5,None,None,Medium,49,0
IT-SWT-002,Switch,2021-05-03,5,1,1,1,3,5.6,25.4,45.8,9.1,29.6,2.99,78.7,96.6,0,2522.0,217.3,5403,254,83.6,35.6,11.7367,26.63,1,0,0,14.22,2021,5,0,None,None,Medium,126,0
IT-SWT-001,Switch,2022-08-22,5,1,1,3,2,1.9,44.1,56.3,49.0,32.5,2.95,83.3,96.4,0,2528.0,219.8,8503,8,100.0,50.2,12.856,49.23,0,0,0,0.15,2022,8,0,None,None,Low,127,0
IT-SRV-005,Server,2023-06-07,3,0,2,5,2,3.6,59.7,88.8,55.8,52.2,6.91,290.6,94.0,2,2805.0,221.0,3417,79,93.5,74.25,18.6096,67.26,0,0,0,2.84,2023,6,2,None,None,Low,111,0
IT-SRV-005,Server,2022-10-04,3,0,2,11,0,4.3,32.1,92.8,50.5,46.7,9.82,395.0,97.9,13,2750.0,222.9,5627,117,72.7,62.45,16.9818,55.83,0,0,1,5.03,2022,10,1,Memory Failure,RAM,Critical,0,1
IT-PRT-001,Printer,2022-07-12,1,2,0,8,0,0.7,17.4,27.2,98.3,31.6,6.5,192.2,90.7,2,1861.0,184.7,8228,184,79.6,22.3,16.9801,44.61,1,0,0,1.29,2022,7,1,Power Failure,Power Supply,Critical,6,1
IT-STR-002,Storage Device,2021-01-27,4,0,2,8,0,5.5,62.2,58.3,61.2,64.2,7.06,90.8,99.0,17,1785.0,222.2,4970,229,53.3,60.25,35.9664,60.73,1,0,1,12.6,2021,1,2,Server Crash,CPU/RAM,Critical,7,1
IT-SRV-003,Server,2022-04-08,3,0,2,12,3,5.4,38.2,54.3,80.0,46.9,4.85,272.7,87.7,2,2833.0,213.3,2394,219,84.1,46.25,16.5549,55.57,1,0,0,11.83,2022,4,4,None,None,Medium,163,0
IT-STR-002,Storage Device,2021-09-05,4,0,2,8,2,3.8,30.7,49.8,83.1,32.2,4.27,104.4,91.7,0,1562.0,222.6,7835,67,100.0,40.25,20.6146,52.15,0,0,0,2.55,2021,9,6,None,None,Low,68,0
IT-UPS-002,UPS,2021-11-11,6,3,2,8,2,7.4,20.8,17.3,18.7,31.0,0.79,457.8,90.9,2,2047.0,241.8,3540,107,95.3,19.05,15.1441,19.12,0,0,0,7.92,2021,11,3,None,None,Low,115,0
IT-WRK-002,Workstation,2023-03-11,7,2,1,9,0,6.0,15.2,52.2,54.5,37.4,5.01,135.5,9.6,3,1943.0,211.0,685,100,94.5,33.7,19.2486,38.09,0,0,0,6.0,2023,3,5,UPS Battery Failure,Battery,Critical,6,1
IT-SRV-005,Server,2022-12-19,3,0,1,11,2,4.1,38.3,64.7,65.9,37.6,3.66,427.9,94.7,0,3000.0,223.9,4293,47,100.0,51.5,12.5333,54.5,0,0,0,1.93,2022,12,0,None,None,Low,44,0
IT-SRV-004,Server,2023-10-31,3,0,1,12,2,5.2,35.6,54.5,47.6,39.2,7.59,371.4,99.1,3,3063.0,219.2,6872,126,91.9,45.05,12.7979,44.87,0,0,0,6.55,2023,10,1,None,None,Low,55,0
