Equipment_ID,Equipment_Type,Date,Equipment_Type_enc,Shift_enc,Road_Condition_enc,Operator_Experience_Yr,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Temp_Oil_Ratio,Vib_RPM_Ratio,Health_Score,High_Risk,Year,Month,Day_of_Week,Failure_Type,Failure_Component,Maintenance_Priority,Days_to_Next_Failure,Failure,Engine_Temp_C_Lower_Limit,Engine_Temp_C_Upper_Limit,Engine_Temp_C_Status,Oil_Pressure_bar_Lower_Limit,Oil_Pressure_bar_Upper_Limit,Oil_Pressure_bar_Status,Vibration_mms_Lower_Limit,Vibration_mms_Upper_Limit,Vibration_mms_Status,Fuel_Consumption_Lhr_Lower_Limit,Fuel_Consumption_Lhr_Upper_Limit,Fuel_Consumption_Lhr_Status,Tyre_Pressure_PSI_Lower_Limit,Tyre_Pressure_PSI_Upper_Limit,Tyre_Pressure_PSI_Status,Coolant_Level_Lower_Limit,Coolant_Level_Upper_Limit,Coolant_Level_Status,Battery_Voltage_V_Lower_Limit,Battery_Voltage_V_Upper_Limit,Battery_Voltage_V_Status,Hydraulic_Pressure_bar_Lower_Limit,Hydraulic_Pressure_bar_Upper_Limit,Hydraulic_Pressure_bar_Status,Exhaust_Temp_C_Lower_Limit,Exhaust_Temp_C_Upper_Limit,Exhaust_Temp_C_Status,RPM_Lower_Limit,RPM_Upper_Limit,RPM_Status,Maintenance_Type,PM_Interval_Hours,Next_PM_Due_Hours,PM_Status,Maintenance_Cost_INR,Estimated_Downtime_Hrs,Last_Maintenance_Type,Days_Since_Last_Maintenance,Maintenance_Team,Engine_Condition,Tyre_Condition,Hydraulic_Condition,Brake_Condition,Electrical_Condition,Fuel_System_Condition,Transmission_Condition,Cooling_System_Condition,Engine_Replacement_Needed,Tyre_Replacement_Needed,Hydraulic_Replacement_Needed,Brake_Replacement_Needed,Electrical_Replacement_Needed,Engine_Life_Remaining_pct,Tyre_Life_Remaining_pct,Hydraulic_Life_Remaining_pct,Battery_Life_Remaining_pct,Brake_Life_Remaining_pct,Spare_Parts_Required,Prescriptive_Action
HEMM-E003,Excavator,2021-06-11,3,0,1,15,96.5,4.12,2.1,38.3,78.7,0.85,24.1,181.8,295.0,1773.0,9588,62,23.42,1.1844,90.7,0,2021,6,4,None,None,Medium,111,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,200,12,PM Due Now,26750,3.3,Corrective Maintenance,56,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,20.1,5.0,5.0,89.3,58.0,No Parts Required,Perform scheduled PM now. PM interval: 200 hrs.
HEMM-DR02,Drill Rig,2022-10-10,1,1,1,16,87.2,4.96,1.41,42.0,87.2,0.77,24.1,183.5,295.1,1963.0,10904,7,17.58,0.7183,98.9,0,2022,10,0,None,None,Medium,48,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,150,46,PM Due Soon,25505,3.3,Scheduled Maintenance,114,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,9.1,84.7,5.0,89.3,71.8,No Parts Required,Plan PM in next 46 hours.
HEMM-D002,Dumper,2021-01-01,2,1,0,20,88.3,4.05,2.43,32.9,83.5,0.87,25.8,181.4,296.4,2160.0,10342,86,21.8,1.125,94.8,0,2021,1,4,None,None,Medium,86,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,158,PM Not Due,15560,7.4,Preventive Maintenance,107,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Warning,Good,No,No,No,No,No,13.8,5.0,5.0,95.6,51.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-SC01,Scraper,2022-02-28,5,2,1,15,73.3,5.25,1.35,36.2,81.8,0.89,25.2,170.8,308.7,1824.0,5784,51,13.96,0.7401,99.9,0,2022,2,0,None,None,Low,98,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,300,216,PM Not Due,7397,0.3,Scheduled Maintenance,114,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,51.8,41.0,42.2,93.3,73.0,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-DR02,Drill Rig,2022-11-11,1,2,2,20,81.2,4.71,1.57,38.9,77.4,0.88,24.7,186.5,308.0,1746.0,10029,65,17.24,0.8992,98.2,0,2022,11,4,None,None,Medium,88,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,150,21,PM Due Soon,12778,7.5,Scheduled Maintenance,74,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,16.4,5.0,5.0,91.5,68.6,No Parts Required,Plan PM in next 21 hours.
HEMM-DR02,Drill Rig,2021-08-22,1,1,0,8,79.7,4.22,1.74,36.1,79.5,0.78,24.6,166.4,344.6,1849.0,235,48,18.89,0.941,97.6,0,2021,8,6,None,None,Low,50,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,150,65,PM Not Due,4324,0.2,Preventive Maintenance,42,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,98.0,97.7,97.6,91.1,65.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-B002,Dozer,2023-12-06,0,0,1,4,99.1,4.33,2.19,37.5,85.9,0.92,24.0,179.9,318.5,1820.0,950,119,22.89,1.2033,91.5,0,2023,12,2,None,None,Low,51,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,50,PM Due Soon,6222,0.2,Corrective Maintenance,109,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,92.1,77.4,90.5,88.9,56.2,No Parts Required,Plan PM in next 50 hours.
HEMM-DR01,Drill Rig,2021-08-08,1,0,1,20,90.7,4.41,1.44,30.8,86.4,0.91,24.3,164.3,341.6,1804.0,3409,29,20.57,0.7982,96.7,0,2021,8,6,None,None,Low,75,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,150,41,PM Due Soon,7438,0.7,Scheduled Maintenance,107,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,71.6,80.2,65.9,90.0,71.2,No Parts Required,Plan PM in next 41 hours.
HEMM-G002,Grader,2022-03-18,4,0,1,7,93.7,4.82,2.18,38.7,77.5,0.75,24.3,182.1,300.6,1884.0,11943,48,19.44,1.1571,93.3,0,2022,3,4,None,None,Medium,98,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,300,57,PM Not Due,20983,6.5,Preventive Maintenance,36,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,5.0,5.0,5.0,90.0,56.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D002,Dumper,2021-09-10,2,0,2,15,106.1,4.71,1.65,42.4,82.4,0.66,25.8,178.9,428.2,1848.0,10988,80,22.53,0.8929,89.4,0,2021,9,4,Engine Overheat,Engine,Critical,7,1,60,105,Above Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Above Normal,1400,2200,Normal,Corrective Maintenance,250,12,Breakdown - Immediate Action,74480,38.2,Scheduled Maintenance,151,Team B - Electrical,Critical,Good,Good,Good,Good,Good,Good,Warning,Yes,No,No,No,No,8.4,5.0,5.0,95.6,67.0,Engine Filter/Oil,IMMEDIATE ACTION: Stop machine. Replace Engine. Contact maintenance team.
HEMM-L002,Wheel Loader,2021-04-10,6,2,2,14,85.1,4.9,1.35,39.3,78.4,0.96,24.0,172.0,322.1,1569.0,9786,66,17.37,0.8604,98.5,0,2021,4,5,None,None,Medium,45,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,214,PM Not Due,17696,7.5,Preventive Maintenance,154,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,18.5,5.0,5.0,88.9,73.0,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E001,Excavator,2021-12-22,3,2,2,5,78.3,5.03,2.54,47.0,90.4,0.81,24.9,180.0,289.1,1849.0,1896,54,15.57,1.3737,98.4,0,2021,12,2,None,None,Low,157,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,200,104,PM Not Due,7511,0.7,Corrective Maintenance,23,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,84.2,79.5,81.0,92.2,49.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-B003,Dozer,2023-10-30,0,0,1,14,91.7,4.06,1.31,31.8,80.3,0.77,24.6,180.3,305.7,1881.0,10177,93,22.59,0.6964,93.8,0,2023,10,0,None,None,Medium,123,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,73,PM Not Due,20171,6.2,Condition Based Monitoring,37,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,15.2,5.0,5.0,91.1,73.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-B003,Dozer,2022-08-26,0,0,2,5,78.0,4.59,2.01,51.9,82.4,0.81,25.1,184.8,359.2,1841.0,2463,57,16.99,1.0918,100.0,0,2022,8,4,None,None,Low,139,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,37,PM Due Soon,3840,0.4,Corrective Maintenance,54,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,79.5,71.9,75.4,93.0,59.8,No Parts Required,Plan PM in next 37 hours.
HEMM-L002,Wheel Loader,2022-09-05,6,2,2,18,73.1,4.19,2.13,38.0,89.2,0.97,24.8,158.5,328.9,1736.0,5343,96,17.45,1.227,98.1,0,2022,9,0,None,None,Low,93,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,157,PM Not Due,3631,0.2,Condition Based Monitoring,78,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,55.5,5.0,46.6,91.9,57.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E002,Excavator,2022-02-16,3,1,2,20,87.3,4.02,2.18,39.2,86.1,0.85,25.1,199.9,327.9,1959.0,11904,42,21.72,1.1128,95.9,0,2022,2,2,None,None,Medium,152,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,200,96,PM Not Due,14828,3.9,Condition Based Monitoring,122,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,5.0,5.0,5.0,93.0,56.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D005,Dumper,2021-12-31,2,2,0,18,80.4,4.07,2.85,38.6,82.6,0.84,24.9,171.3,301.9,1745.0,11575,86,19.75,1.6332,95.3,0,2021,12,4,None,None,Medium,146,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,175,PM Not Due,10800,3.7,Scheduled Maintenance,135,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,5.0,5.0,5.0,92.2,43.0,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-G001,Grader,2023-09-11,4,2,0,19,89.5,4.4,2.09,39.1,83.7,0.95,24.6,164.2,335.9,1744.0,11130,95,20.34,1.1984,97.0,0,2023,9,0,None,None,Medium,58,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,300,270,PM Not Due,11514,4.8,Preventive Maintenance,86,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,7.2,5.0,5.0,91.1,58.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-SC01,Scraper,2022-08-09,5,0,1,1,84.7,4.96,1.67,37.7,83.8,0.97,23.9,182.3,322.8,1996.0,8764,18,17.08,0.8367,100.0,0,2022,8,1,None,None,Medium,79,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,300,236,PM Not Due,18023,5.9,Preventive Maintenance,17,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,27.0,68.4,12.4,88.5,66.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D002,Dumper,2021-04-26,2,1,2,9,77.0,4.36,1.63,36.9,79.9,0.88,24.5,189.5,322.7,1681.0,2836,41,17.66,0.9697,98.5,0,2021,4,0,None,None,Low,115,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,164,PM Not Due,5892,0.3,Preventive Maintenance,152,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,76.4,76.7,71.6,90.7,67.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D002,Dumper,2022-08-28,2,1,0,18,80.2,3.17,6.1,34.9,77.9,0.9,24.9,188.2,339.1,1504.0,729,50,25.3,4.0559,79.4,1,2022,8,6,Transmission Failure,Transmission,Critical,3,1,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Above Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,250,21,Breakdown - Immediate Action,69091,22.4,Corrective Maintenance,97,Team D - General,Good,Good,Good,Warning,Good,Good,Critical,Good,No,No,No,Monitor,No,93.9,92.7,92.7,92.2,5.0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Transmission. Contact maintenance team.
HEMM-E003,Excavator,2023-11-13,3,2,1,10,81.1,4.83,2.45,31.9,80.8,0.94,25.1,174.8,300.8,1875.0,11553,90,16.79,1.3067,98.2,0,2023,11,0,None,None,Medium,126,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,200,47,PM Due Soon,24923,7.3,Corrective Maintenance,23,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,5.0,5.0,5.0,93.0,51.0,No Parts Required,Plan PM in next 47 hours.
HEMM-G002,Grader,2023-05-04,4,2,1,11,85.2,5.43,2.24,33.5,81.8,0.94,24.1,191.0,337.3,1750.0,9246,11,15.69,1.28,99.1,0,2023,5,3,None,None,Medium,103,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,300,54,PM Not Due,23580,4.8,Corrective Maintenance,2,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,23.0,79.7,7.5,89.3,55.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E002,Excavator,2023-06-27,3,1,2,12,79.8,4.67,2.08,42.8,81.6,0.96,24.0,177.1,329.7,1744.0,9840,74,17.09,1.1927,99.6,0,2023,6,1,None,None,Medium,107,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,200,160,PM Not Due,28863,6.8,Corrective Maintenance,105,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,18.0,5.0,5.0,88.9,58.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E002,Excavator,2022-08-26,3,0,1,6,87.4,3.97,2.53,45.7,83.3,0.88,23.9,173.4,304.7,1791.0,11384,14,22.02,1.4126,94.6,0,2022,8,4,None,None,Medium,52,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,200,16,PM Due Now,16371,6.3,Scheduled Maintenance,164,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,5.1,68.1,5.0,88.5,49.4,No Parts Required,Perform scheduled PM now. PM interval: 200 hrs.
HEMM-L002,Wheel Loader,2021-09-02,6,0,2,2,87.1,4.48,2.3,38.5,81.3,0.98,24.1,196.5,370.8,1871.0,7220,40,19.44,1.2293,97.7,0,2021,9,3,None,None,Low,88,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,30,PM Due Soon,7884,0.8,Scheduled Maintenance,70,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,39.8,42.2,27.8,89.3,54.0,No Parts Required,Plan PM in next 30 hours.
HEMM-E001,Excavator,2022-06-07,3,1,1,11,118.0,4.73,2.65,51.6,78.3,0.43,24.0,159.1,409.4,1777.0,7840,95,24.95,1.4913,80.1,1,2022,6,1,Engine Overheat,Engine,Critical,5,1,60,105,Above Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Below Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,200,160,Breakdown - Immediate Action,150657,20.8,Condition Based Monitoring,107,Team C - Hydraulics,Critical,Good,Good,Good,Good,Good,Good,Warning,Yes,No,No,No,No,34.7,5.0,21.6,88.9,47.0,Engine Filter/Oil,IMMEDIATE ACTION: Stop machine. Replace Engine. Contact maintenance team.
HEMM-B002,Dozer,2023-10-02,0,2,2,18,84.1,4.56,1.7,39.1,88.1,0.91,24.1,165.6,336.5,1718.0,6066,14,18.44,0.9895,100.0,0,2023,10,0,None,None,Low,76,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,184,PM Not Due,6049,0.2,Condition Based Monitoring,45,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,49.4,83.0,39.3,89.3,66.0,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E003,Excavator,2022-01-12,3,2,0,3,83.0,4.35,1.17,35.8,85.1,0.98,24.9,171.9,346.8,1870.0,8476,25,19.08,0.6257,99.2,0,2022,1,2,None,None,Medium,170,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,200,124,PM Not Due,23095,3.9,Preventive Maintenance,143,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,29.4,57.6,15.2,92.2,76.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-G002,Grader,2021-07-08,4,0,0,8,86.5,4.74,2.36,31.1,78.0,0.85,24.0,180.0,343.7,1703.0,3695,89,18.25,1.3858,96.6,0,2021,7,3,None,None,Low,154,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,300,205,PM Not Due,3998,0.0,Corrective Maintenance,119,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,69.2,34.2,63.0,88.9,52.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-B002,Dozer,2022-03-24,0,2,2,17,134.7,4.35,1.43,44.5,85.5,0.4,24.1,171.3,334.5,1845.0,7980,76,30.97,0.7751,74.4,1,2022,3,3,Cooling System Failure,Cooling System,Critical,5,1,60,105,Above Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Below Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,250,20,Breakdown - Immediate Action,88684,42.6,Scheduled Maintenance,146,Team D - General,Warning,Good,Good,Good,Good,Good,Good,Critical,Monitor,No,No,No,No,33.5,5.0,20.2,89.3,71.4,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Cooling System. Contact maintenance team.
HEMM-E003,Excavator,2022-05-15,3,1,1,11,99.4,3.97,0.87,31.5,86.5,0.91,23.6,174.3,324.1,1846.0,6448,106,25.04,0.4713,90.1,0,2022,5,6,None,None,Low,100,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,200,152,PM Not Due,7374,0.7,Condition Based Monitoring,36,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,46.3,5.0,35.5,87.4,82.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-SC01,Scraper,2022-08-03,5,1,2,17,86.1,4.35,2.68,41.6,74.3,0.77,24.3,166.8,326.7,1774.0,6343,70,19.79,1.5107,93.6,0,2022,8,2,None,None,Low,30,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,300,257,PM Not Due,7633,0.0,Preventive Maintenance,52,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,47.1,11.2,36.6,90.0,46.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D002,Dumper,2022-08-31,2,2,1,7,84.2,5.0,1.42,35.6,79.5,0.92,24.7,175.4,331.5,1672.0,5448,70,16.84,0.8493,99.0,0,2022,8,2,None,None,Low,89,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,52,PM Not Due,2045,0.6,Preventive Maintenance,48,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,54.6,23.7,45.5,91.5,71.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E001,Excavator,2023-12-29,3,1,2,3,91.0,4.48,1.24,29.0,75.7,0.81,24.4,176.4,309.0,1690.0,3653,90,20.31,0.7337,94.4,0,2023,12,4,None,None,Low,156,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,200,147,PM Not Due,2873,0.6,Corrective Maintenance,98,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,69.6,34.2,63.5,90.4,75.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-DR01,Drill Rig,2021-08-01,1,1,2,18,91.3,3.86,2.29,42.0,86.1,0.97,23.7,179.6,314.0,1746.0,11713,117,23.65,1.3116,92.8,0,2021,8,6,None,None,Medium,163,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,150,137,PM Not Due,23931,6.3,Corrective Maintenance,75,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,5.0,5.0,5.0,87.8,54.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D003,Dumper,2021-11-11,2,1,1,15,74.3,2.65,1.74,42.9,82.5,0.78,24.2,122.8,287.9,1707.0,11945,47,28.04,1.0193,90.8,1,2021,11,3,Hydraulic Failure,Hydraulics,Critical,0,1,60,105,Normal,3.0,6.0,Below Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Below Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,250,55,Breakdown - Immediate Action,107367,19.8,Preventive Maintenance,142,Team C - Hydraulics,Good,Good,Critical,Good,Good,Good,Good,Good,No,No,Yes,No,No,5.0,5.0,5.0,89.6,65.2,Hydraulic Seal/Pump,IMMEDIATE ACTION: Stop machine. Replace Hydraulics. Contact maintenance team.
HEMM-B001,Dozer,2021-05-25,0,2,0,8,82.2,4.43,1.94,47.3,76.1,0.85,23.6,190.9,306.5,1787.0,4437,57,18.56,1.0856,97.3,0,2021,5,1,None,None,Low,122,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,63,PM Not Due,3440,0.2,Corrective Maintenance,126,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,63.0,49.4,55.6,87.4,61.2,No Parts Required,Continue normal operation. Monitor sensors.
