Device_ID,Device_Type,Location,Operating_System,Date,Shift,Device_Age_Years,CPU_Usage_pct,RAM_Usage_pct,Disk_Usage_pct,Temperature_C,Network_Latency_ms,Power_Consumption_W,Battery_Backup_pct,Error_Logs_Count,Fan_Speed_RPM,Voltage_V,Uptime_Hours,Last_Maintenance_Days,Health_Score,Days_to_Next_Failure,Failure_Component,Failure_Type,Failure,Maintenance_Priority
IT-WRK-001,Workstation,Office,Windows 10,2021-11-19,Night,3.2,23.1,66.3,94.0,37.1,8.61,169.0,89.0,19,2388.0,223.2,915,8,66.1,2,RAM,Memory Failure,1,Critical
IT-SRV-002,Server,Data Center,Red Hat Linux,2021-02-25,Night,6.7,42.9,78.4,76.0,40.2,6.5,386.0,92.1,1,2950.0,219.1,2833,69,98.5,47,None,None,0,Low
IT-SRV-002,Server,Data Center,Ubuntu 22.04,2023-03-26,Afternoon,3.3,69.5,54.8,43.0,49.2,4.27,307.8,100.0,1,2940.0,227.3,3706,125,95.0,141,None,None,0,Low
IT-SWT-003,Switch,Network Room,Cisco IOS,2022-05-10,Night,7.5,90.9,80.3,0.4,72.1,3.26,71.2,99.0,26,2616.0,220.1,5827,100,35.7,6,CPU/RAM,Server Crash,1,Critical
IT-RTR-003,Router,Network Room,Cisco IOS,2021-12-30,Afternoon,0.9,23.2,40.9,42.6,37.8,2.28,43.6,98.5,0,2655.0,221.8,8222,362,72.8,108,None,None,0,Medium
IT-SRV-001,Server,Data Center,Windows Server 2022,2022-09-15,Night,4.8,52.4,47.8,53.0,38.2,3.09,362.6,98.3,4,3095.0,221.2,5183,110,92.0,65,None,None,0,Low
IT-FRW-001,Firewall,Network Room,Fortinet FortiOS,2021-07-18,Afternoon,3.8,55.5,24.7,30.2,35.6,3.71,102.9,97.7,0,2471.0,215.7,1682,117,97.3,71,None,None,0,Low
IT-STR-001,Storage Device,Data Center,N/A,2023-11-07,Afternoon,1.5,19.6,18.6,86.1,40.8,10.44,101.2,86.4,1,1821.0,220.5,392,187,88.1,157,None,None,0,Medium
IT-RTR-003,Router,Network Room,Cisco IOS,2023-04-11,Night,6.3,27.7,41.1,59.9,47.7,4.35,70.2,95.6,0,2736.0,217.8,5725,135,95.5,170,None,None,0,Low
IT-RTR-003,Router,Network Room,N/A,2021-03-13,Morning,5.6,36.1,55.6,28.5,37.0,2.72,112.1,99.4,2,2712.0,218.2,3333,314,74.6,164,None,None,0,Medium
IT-STR-002,Storage Device,Data Center,N/A,2023-10-21,Afternoon,7.2,14.7,30.3,72.9,33.6,5.81,233.0,95.1,3,2214.0,168.9,5722,327,71.8,7,Power Supply,Power Failure,1,Critical
IT-SWT-003,Switch,Network Room,N/A,2021-11-25,Night,7.0,47.6,41.3,23.2,43.7,1.77,76.6,97.3,0,2442.0,222.6,6608,98,99.2,87,None,None,0,Low
IT-SRV-001,Server,Data Center,Red Hat Linux,2021-02-24,Afternoon,4.5,49.6,61.8,73.2,40.0,6.66,295.8,91.3,3,3044.0,217.3,3539,364,68.1,99,None,None,0,Medium
IT-PRT-002,Printer,Office,N/A,2022-05-06,Afternoon,0.6,26.5,41.3,73.0,31.9,9.4,111.2,87.4,4,1989.0,221.3,4060,79,94.0,103,None,None,0,Low
IT-STR-002,Storage Device,Data Center,N/A,2023-11-07,Afternoon,1.7,12.3,27.8,52.8,34.8,11.83,121.5,91.3,2,1798.0,225.4,6914,359,70.1,35,None,None,0,Medium
IT-SWT-001,Switch,Network Room,HP ProCurve,2021-10-05,Night,3.7,72.7,61.8,21.5,33.1,2.49,90.5,97.7,29,2573.0,215.3,7640,53,55.1,0,OS/Software,Software Crash,1,Critical
IT-RTR-003,Router,Network Room,Juniper JunOS,2021-11-26,Afternoon,4.1,35.2,30.7,28.4,37.6,2.09,87.1,99.3,1,2462.0,221.9,656,32,98.5,32,None,None,0,Low
IT-SRV-001,Server,Data Center,Red Hat Linux,2023-07-25,Afternoon,6.1,43.8,76.1,47.0,31.7,2.77,393.0,88.0,2,3102.0,218.4,3700,256,80.4,119,None,None,0,Medium
IT-WRK-003,Workstation,Office,Windows 11,2021-06-22,Night,5.3,28.1,88.9,56.4,30.6,7.84,156.2,72.9,6,2206.0,225.5,3718,225,74.0,66,None,None,0,Medium
IT-SRV-005,Server,Data Center,Ubuntu 22.04,2023-03-04,Morning,4.5,55.9,72.4,57.1,49.3,5.77,389.8,84.4,2,2922.0,181.6,7257,184,87.6,0,Power Supply,Power Failure,1,Critical
IT-SRV-001,Server,Data Center,Windows Server 2022,2021-11-15,Afternoon,1.9,78.2,52.8,62.0,43.2,6.11,327.3,96.2,3,2933.0,222.1,7238,205,79.9,131,None,None,0,Medium
IT-SRV-004,Server,Data Center,Red Hat Linux,2023-09-08,Night,7.9,44.1,58.9,75.6,44.1,4.8,314.1,92.0,1,2915.0,225.1,7688,261,81.4,97,None,None,0,Medium
IT-RTR-002,Router,Network Room,N/A,2021-03-28,Afternoon,5.5,33.0,27.2,29.1,42.4,3.24,91.2,98.9,0,2496.0,221.3,1738,162,92.8,83,None,None,0,Low
IT-WRK-002,Workstation,Office,Windows 11,2022-03-30,Night,1.1,57.9,59.6,49.1,62.2,10.14,157.8,83.6,2,1135.0,217.5,1853,68,91.2,0,Cooling System,Overheating,1,Critical
IT-PRT-001,Printer,Office,N/A,2022-07-05,Night,2.7,24.6,14.5,94.3,27.7,14.63,98.5,85.9,3,1851.0,227.6,2610,80,89.9,146,None,None,0,High
IT-UPS-001,UPS,Power Room,N/A,2023-02-08,Afternoon,5.5,2.8,21.0,25.7,27.5,0.52,506.7,89.3,1,2139.0,225.5,7604,349,72.6,52,None,None,0,Medium
IT-SWT-002,Switch,Network Room,N/A,2021-06-07,Night,3.6,34.6,37.7,35.4,32.5,3.23,61.5,98.0,5,2523.0,222.7,8625,2,92.5,151,None,None,0,Low
IT-SRV-003,Server,Data Center,Red Hat Linux,2022-05-29,Afternoon,3.0,42.9,78.6,64.0,36.6,9.04,336.9,93.5,0,3374.0,221.5,8249,231,85.9,175,None,None,0,Medium
IT-WRK-002,Workstation,Office,Ubuntu 20.04,2022-04-01,Night,5.7,88.9,58.1,37.2,37.7,7.69,168.0,95.5,38,2369.0,216.2,806,247,17.9,4,OS/Software,Software Crash,1,Critical
IT-SRV-003,Server,Data Center,Ubuntu 22.04,2022-04-21,Night,5.3,55.9,73.2,48.2,36.2,3.01,337.6,100.0,1,2965.0,219.7,3276,216,85.9,146,None,None,0,Medium
IT-UPS-001,UPS,Power Room,N/A,2023-04-25,Morning,4.0,5.6,19.0,22.9,30.2,0.82,423.3,80.5,2,1967.0,218.6,4565,331,72.9,99,None,None,0,Medium
IT-WRK-003,Workstation,Office,Windows 10,2022-07-23,Night,3.4,25.1,34.9,100.0,55.9,3.52,151.8,69.2,27,2448.0,224.7,2984,345,17.1,6,Hard Disk,Disk Failure,1,Critical
IT-PRT-001,Printer,Office,N/A,2021-11-08,Night,5.4,20.0,21.3,74.1,28.2,15.35,96.4,85.0,1,1852.0,222.4,7335,351,72.4,100,None,None,0,Medium
IT-SRV-003,Server,Data Center,Windows Server 2019,2023-01-23,Morning,5.1,56.0,58.0,40.0,35.8,5.76,359.2,91.0,2,3220.0,218.9,6480,287,77.3,119,None,None,0,Medium
IT-SRV-003,Server,Data Center,Windows Server 2019,2022-07-28,Night,2.1,40.9,74.6,72.4,40.4,4.88,403.6,90.4,3,3430.0,226.4,7959,129,91.6,95,None,None,0,Low
IT-PRT-001,Printer,Office,N/A,2023-11-11,Afternoon,6.8,31.9,29.3,69.5,31.5,10.39,96.5,35.2,5,2058.0,196.1,6220,171,84.4,7,Battery,UPS Battery Failure,1,Critical
IT-WRK-002,Workstation,Office,Windows 10,2022-02-25,Afternoon,2.9,45.1,71.5,82.2,46.1,12.34,104.0,90.9,0,2139.0,224.2,570,352,73.8,87,None,None,0,Medium
IT-PRT-002,Printer,Office,N/A,2022-01-06,Morning,1.9,22.3,25.7,74.5,30.4,9.01,122.1,100.0,1,1948.0,230.1,3924,124,95.1,150,None,None,0,Low
IT-STR-002,Storage Device,Data Center,N/A,2022-02-01,Morning,1.2,24.5,25.7,80.3,30.8,14.38,109.6,91.1,0,1810.0,217.9,1948,264,82.6,144,None,None,0,Medium
IT-PRT-001,Printer,Office,N/A,2021-06-22,Morning,2.6,28.8,38.4,84.7,45.9,9.12,74.1,100.0,2,1718.0,229.6,3283,311,74.9,34,None,None,0,Medium
IT-PRT-002,Printer,Office,N/A,2023-12-14,Morning,6.3,23.1,19.2,81.7,34.7,3.93,134.1,98.1,2,2060.0,216.2,2552,301,75.9,34,None,None,0,Medium
IT-SRV-004,Server,Data Center,Ubuntu 22.04,2023-12-07,Night,6.1,70.1,100.0,54.3,51.4,1.91,332.7,97.6,24,2917.0,225.8,4949,263,37.9,2,OS/Software,Software Crash,1,Critical
IT-SRV-005,Server,Data Center,Windows Server 2019,2022-01-07,Night,0.9,27.3,68.4,44.7,45.4,5.27,365.8,89.8,1,2922.0,227.5,4244,231,84.4,68,None,None,0,Medium
IT-FRW-001,Firewall,Network Room,pfSense,2021-01-05,Morning,5.1,52.0,40.9,28.0,39.0,3.94,84.2,98.0,1,2446.0,220.1,5261,251,82.4,153,None,None,0,Medium
IT-RTR-001,Router,Network Room,Cisco IOS,2022-10-09,Night,5.9,39.9,18.7,40.0,32.8,2.77,84.5,97.8,1,2642.0,216.1,4182,303,77.2,171,None,None,0,Medium
IT-SRV-003,Server,Data Center,Windows Server 2019,2023-09-22,Morning,2.1,61.5,90.1,35.4,44.9,5.99,256.1,94.8,1,3127.0,214.5,1395,310,72.4,67,None,None,0,Medium
IT-SWT-002,Switch,Network Room,Cisco IOS,2023-08-05,Afternoon,2.7,24.6,32.0,27.8,46.7,4.22,84.5,97.0,2,2379.0,224.7,8565,267,79.3,59,None,None,0,Medium
IT-STR-001,Storage Device,Data Center,N/A,2021-04-29,Night,5.4,23.3,18.2,96.0,31.4,18.07,124.9,91.1,3,1916.0,219.1,7354,117,86.2,167,None,None,0,High
IT-UPS-002,UPS,Power Room,N/A,2023-03-20,Afternoon,3.8,13.5,18.4,17.0,30.5,1.38,367.1,100.0,1,1996.0,231.2,7097,143,93.2,132,None,None,0,Low
IT-STR-001,Storage Device,Data Center,N/A,2023-12-31,Night,3.7,18.8,35.9,83.6,35.0,6.75,127.2,85.1,4,1843.0,223.9,5473,139,89.1,159,None,None,0,Low
IT-UPS-002,UPS,Power Room,N/A,2022-02-23,Night,2.1,9.7,15.8,23.3,31.2,1.66,415.4,79.0,4,2137.0,213.2,1588,362,66.8,30,None,None,0,Medium
IT-UPS-002,UPS,Power Room,N/A,2021-01-16,Morning,7.6,11.7,27.7,11.7,28.5,0.53,513.4,80.1,1,1975.0,224.1,1920,194,88.1,150,None,None,0,Medium
IT-SWT-002,Switch,Network Room,Cisco IOS,2022-10-22,Afternoon,3.7,41.0,23.7,21.5,41.4,1.34,107.0,99.8,1,2537.0,222.6,5958,95,98.0,49,None,None,0,Low
IT-SRV-002,Server,Data Center,Windows Server 2022,2023-07-10,Afternoon,4.6,49.8,71.7,66.8,36.4,6.9,273.9,93.3,2,3075.0,211.7,5499,237,82.3,92,None,None,0,Medium
IT-UPS-003,UPS,Power Room,N/A,2021-05-27,Morning,4.1,7.7,20.1,9.2,32.0,0.94,531.4,79.8,0,1927.0,204.2,6247,202,88.8,123,None,None,0,Medium
IT-PRT-002,Printer,Office,N/A,2021-01-15,Morning,3.4,22.8,35.4,74.5,42.5,14.72,85.5,98.5,2,2027.0,217.9,8712,142,91.8,158,None,None,0,Low
IT-SWT-001,Switch,Network Room,HP ProCurve,2021-12-12,Afternoon,5.7,46.1,43.7,24.1,43.4,4.48,91.2,97.8,2,2496.0,215.6,6245,9,97.0,55,None,None,0,Low
IT-SWT-002,Switch,Network Room,Cisco IOS,2021-09-19,Night,2.9,59.2,24.1,24.5,35.7,3.4,67.8,100.0,1,2631.0,219.0,1144,343,73.2,175,None,None,0,Medium
IT-WRK-003,Workstation,Office,Windows 11,2022-08-08,Afternoon,4.4,80.6,66.2,44.6,40.9,12.38,183.2,66.4,4,2135.0,219.9,6540,287,69.0,127,None,None,0,Medium
IT-STR-002,Storage Device,Data Center,N/A,2023-05-03,Morning,3.8,0.0,26.8,51.4,43.9,8.53,139.7,83.2,2,1681.0,222.6,2561,315,74.5,55,None,None,0,Medium
IT-RTR-001,Router,Network Room,N/A,2022-04-12,Afternoon,2.4,43.8,55.3,34.4,34.9,3.42,52.9,98.1,0,2562.0,222.7,3453,224,86.6,32,None,None,0,Medium
IT-SRV-003,Server,Data Center,Red Hat Linux,2022-09-14,Morning,4.1,69.8,67.1,42.1,47.7,7.04,356.0,96.0,16,3400.0,223.4,6767,187,66.3,6,RAM,Memory Failure,1,Critical
IT-RTR-001,Router,Network Room,Juniper JunOS,2022-10-28,Morning,5.8,14.5,30.3,38.4,40.0,3.6,83.0,100.0,2,2292.0,223.9,920,162,89.8,100,None,None,0,Low
IT-UPS-003,UPS,Power Room,N/A,2022-11-10,Night,1.7,0.3,19.7,19.5,31.5,1.05,404.4,89.8,0,1956.0,218.6,6768,62,100.0,148,None,None,0,Low
IT-STR-002,Storage Device,Data Center,N/A,2021-06-16,Night,0.6,8.6,21.9,56.7,34.9,10.72,128.4,88.8,2,1666.0,221.1,2782,247,81.3,92,None,None,0,Medium
IT-FRW-001,Firewall,Network Room,Fortinet FortiOS,2021-01-22,Night,5.6,20.0,51.3,72.7,50.8,4.74,77.0,100.0,19,2407.0,213.9,5372,213,59.2,5,Hard Disk,Disk Failure,1,Critical
IT-WRK-003,Workstation,Office,Windows 11,2022-08-01,Afternoon,1.8,68.4,25.0,70.6,39.2,15.09,137.3,98.8,3,2270.0,228.5,2824,79,95.5,58,None,None,0,Low
IT-FRW-001,Firewall,Network Room,pfSense,2022-04-21,Afternoon,5.9,17.3,36.9,36.7,43.7,2.45,46.5,100.0,1,2451.0,223.1,1844,279,79.6,47,None,None,0,Medium
IT-SRV-005,Server,Data Center,Red Hat Linux,2023-08-27,Morning,4.7,40.9,74.9,45.1,37.6,0.1,338.6,94.9,2,2970.0,215.8,8647,355,70.5,110,None,None,0,Medium
IT-WRK-004,Workstation,Office,Windows 11,2022-05-27,Afternoon,5.8,38.5,42.4,61.1,37.1,11.05,151.4,75.6,5,2157.0,225.8,2240,49,92.5,105,None,None,0,Low
IT-STR-002,Storage Device,Data Center,N/A,2021-02-16,Night,5.0,17.9,41.1,63.4,32.8,11.24,83.6,88.6,3,2121.0,226.6,5332,192,85.3,167,None,None,0,Medium
IT-WRK-003,Workstation,Office,Windows 10,2022-05-05,Afternoon,6.8,63.2,35.6,95.0,35.0,2.39,139.8,74.6,3,1990.0,215.9,2025,351,63.4,104,None,None,0,High
IT-WRK-003,Workstation,Office,Windows 11,2021-08-31,Night,7.7,54.4,31.5,65.6,43.1,2.66,106.4,84.0,1,2204.0,218.3,1233,188,88.7,122,None,None,0,Medium
IT-WRK-002,Workstation,Office,Ubuntu 20.04,2023-01-23,Afternoon,1.9,30.4,98.4,52.4,43.6,4.96,107.9,78.5,4,2181.0,222.7,8169,302,65.4,32,None,None,0,Medium
IT-SRV-001,Server,Data Center,Ubuntu 22.04,2022-09-30,Night,1.1,18.5,86.9,38.6,41.9,3.4,347.7,95.2,3,3110.0,210.7,1213,272,74.6,108,None,None,0,Medium
IT-SWT-002,Switch,Network Room,Cisco IOS,2021-08-11,Night,6.1,37.3,49.6,33.1,37.2,2.72,92.4,96.2,0,2418.0,216.1,8128,242,84.8,82,None,None,0,Medium
IT-SWT-003,Switch,Network Room,Cisco IOS,2023-10-09,Night,1.9,48.3,49.0,34.9,38.4,3.44,45.9,97.9,1,2504.0,220.5,5658,19,98.5,109,None,None,0,Low
IT-SRV-003,Server,Data Center,Red Hat Linux,2021-07-30,Afternoon,5.5,35.7,70.5,42.9,49.5,8.21,387.5,92.6,1,3190.0,226.5,6142,351,72.4,117,None,None,0,Medium
IT-PRT-002,Printer,Office,N/A,2022-03-03,Afternoon,3.5,17.5,33.9,91.1,32.9,6.39,115.8,92.8,1,1846.0,218.8,6694,357,68.1,99,None,None,0,High
IT-STR-001,Storage Device,Data Center,N/A,2023-12-07,Night,2.8,21.7,41.6,88.2,46.1,12.9,102.1,88.4,2,1642.0,221.2,2660,276,76.5,138,None,None,0,Medium
IT-RTR-001,Router,Network Room,N/A,2021-07-07,Morning,5.4,39.6,44.0,28.1,40.4,2.74,70.3,97.0,1,2736.0,221.6,1943,8,98.5,47,None,None,0,Low
IT-FRW-002,Firewall,Network Room,Cisco ASA,2021-02-17,Morning,7.3,31.9,25.9,43.7,35.8,4.22,77.8,98.5,2,2471.0,222.4,6134,350,71.0,93,None,None,0,Medium
IT-STR-001,Storage Device,Data Center,N/A,2023-05-20,Morning,5.7,48.4,39.4,84.9,74.7,3.26,82.3,93.6,1,1176.0,222.0,3580,139,77.9,6,Cooling System,Overheating,1,Critical
IT-WRK-004,Workstation,Office,Ubuntu 20.04,2023-08-28,Afternoon,7.4,56.4,82.9,78.6,41.9,10.63,141.0,75.9,2,2195.0,213.1,8369,49,95.8,123,None,None,0,Low
IT-SRV-002,Server,Data Center,Windows Server 2022,2023-06-30,Night,7.1,66.6,60.0,63.3,46.6,3.7,368.9,100.0,3,2783.0,231.5,4710,197,84.8,119,None,None,0,Medium
IT-WRK-003,Workstation,Office,Ubuntu 20.04,2022-03-25,Morning,7.3,72.5,76.8,66.5,30.7,6.33,134.5,93.7,3,2128.0,219.9,3909,360,67.2,31,None,None,0,Medium
IT-UPS-002,UPS,Power Room,N/A,2022-09-01,Night,4.6,12.1,15.7,16.5,24.0,0.55,468.2,100.0,1,2112.0,219.4,4056,104,97.1,74,None,None,0,Low
IT-STR-002,Storage Device,Data Center,N/A,2021-03-28,Afternoon,3.2,21.2,24.2,75.7,37.7,14.21,102.4,87.3,1,1967.0,222.3,1304,216,85.9,46,None,None,0,Medium
IT-SWT-001,Switch,Network Room,N/A,2023-05-24,Night,5.7,41.8,60.0,23.5,36.1,2.62,96.4,99.1,2,2513.0,221.2,754,109,95.1,39,None,None,0,Low
IT-FRW-001,Firewall,Network Room,Cisco ASA,2023-08-03,Afternoon,5.6,37.5,47.2,39.4,38.4,3.38,170.3,97.6,3,2213.0,199.3,6764,203,84.2,4,Power Supply,Power Failure,1,Critical
IT-SRV-002,Server,Data Center,Windows Server 2019,2022-03-01,Morning,6.3,54.7,70.2,84.5,50.6,3.53,367.2,97.7,0,2771.0,229.2,6162,42,100.0,147,None,None,0,Low
IT-SRV-004,Server,Data Center,Ubuntu 22.04,2022-11-05,Afternoon,5.6,32.1,62.6,46.6,42.5,4.6,260.8,100.0,1,2769.0,218.7,4226,345,73.0,48,None,None,0,Medium
IT-SWT-003,Switch,Network Room,HP ProCurve,2023-02-06,Morning,4.4,42.9,50.8,28.1,39.1,2.67,69.0,94.5,1,2574.0,225.7,2393,274,80.1,52,None,None,0,Medium
IT-SWT-003,Switch,Network Room,Cisco IOS,2022-06-16,Night,6.8,33.3,65.1,25.3,44.1,4.48,108.9,100.0,20,2441.0,219.1,4945,221,56.9,7,RAM,Memory Failure,1,Critical
IT-STR-001,Storage Device,Data Center,N/A,2022-05-19,Morning,7.5,18.3,32.3,90.8,34.6,8.01,135.8,86.7,2,1722.0,220.6,3571,278,74.7,109,None,None,0,High
IT-SWT-002,Switch,Network Room,HP ProCurve,2022-01-15,Afternoon,4.7,32.3,31.4,39.1,40.2,2.71,55.7,96.8,1,2484.0,219.4,8124,343,73.2,50,None,None,0,Medium
IT-UPS-002,UPS,Power Room,N/A,2022-12-10,Morning,6.2,3.6,15.2,9.5,27.0,0.43,575.0,92.1,0,2004.0,223.6,1778,181,90.9,152,None,None,0,Medium
IT-RTR-001,Router,Network Room,Cisco IOS,2022-01-31,Night,7.2,43.3,47.7,38.6,36.8,2.32,72.9,98.2,3,2518.0,222.7,699,7,95.5,86,None,None,0,Low
IT-SWT-003,Switch,Network Room,N/A,2021-08-25,Morning,4.6,33.4,36.6,44.7,43.6,3.12,78.3,99.4,1,2424.0,215.6,3480,155,92.0,133,None,None,0,Low
IT-RTR-002,Router,Network Room,N/A,2021-12-08,Afternoon,7.6,49.5,36.6,23.3,34.5,3.36,84.7,98.3,2,2331.0,216.4,6674,107,95.3,117,None,None,0,Low
IT-WRK-002,Workstation,Office,Windows 11,2021-11-03,Afternoon,4.4,52.7,50.5,71.2,39.7,7.35,187.1,87.6,2,2403.0,228.7,8591,201,85.9,55,None,None,0,Medium
IT-FRW-002,Firewall,Network Room,pfSense,2022-12-16,Afternoon,4.0,32.0,48.4,48.5,32.4,1.99,75.3,99.9,2,2380.0,220.3,7767,219,84.1,114,None,None,0,Medium
IT-WRK-003,Workstation,Office,Ubuntu 20.04,2022-02-24,Night,6.9,10.8,100.0,56.7,45.4,6.7,147.6,92.5,18,1980.0,210.7,6741,331,32.8,1,RAM,Memory Failure,1,Critical
IT-PRT-002,Printer,Office,N/A,2022-07-20,Morning,3.8,32.2,21.6,50.2,39.3,10.42,84.2,100.0,5,1664.0,223.5,4899,95,92.0,48,None,None,0,Low
IT-UPS-001,UPS,Power Room,N/A,2022-07-12,Afternoon,5.7,6.8,18.7,18.8,29.3,0.95,468.3,85.6,2,1984.0,202.2,2406,345,71.5,125,None,None,0,Medium
IT-FRW-002,Firewall,Network Room,Fortinet FortiOS,2021-06-28,Morning,4.7,17.1,34.2,41.6,36.7,2.8,76.9,57.1,0,2485.0,197.9,4617,343,74.7,0,Battery,UPS Battery Failure,1,Critical
IT-SRV-005,Server,Data Center,Ubuntu 22.04,2022-10-10,Night,5.4,60.8,61.0,48.6,43.5,3.27,384.1,99.2,3,2994.0,219.1,7341,180,86.5,117,None,None,0,Low
IT-PRT-002,Printer,Office,N/A,2021-02-09,Afternoon,3.7,9.5,31.5,57.1,27.2,10.98,96.4,90.3,1,1564.0,215.9,2082,203,87.2,53,None,None,0,Medium
IT-FRW-002,Firewall,Network Room,pfSense,2022-11-24,Morning,6.6,33.4,53.0,25.0,34.3,1.61,82.2,95.3,3,2628.0,221.9,1318,195,85.0,163,None,None,0,Medium
IT-FRW-002,Firewall,Network Room,pfSense,2023-04-12,Night,4.9,27.9,20.9,22.3,40.0,1.6,54.0,94.7,1,2835.0,221.3,2125,109,96.6,63,None,None,0,Low
IT-STR-001,Storage Device,Data Center,N/A,2021-03-25,Morning,0.8,20.8,45.2,85.7,37.7,9.57,91.3,85.3,4,1972.0,219.0,5488,64,93.6,107,None,None,0,Low
IT-PRT-002,Printer,Office,N/A,2022-04-16,Afternoon,6.0,9.9,31.9,91.9,36.9,8.33,106.3,83.9,0,1806.0,225.3,2863,196,85.3,91,None,None,0,High
IT-WRK-002,Workstation,Office,Windows 10,2023-07-25,Afternoon,2.3,1.3,17.8,62.3,40.9,7.96,148.2,82.6,0,2284.0,225.4,8214,171,91.9,144,None,None,0,Low
IT-RTR-001,Router,Network Room,N/A,2021-07-07,Afternoon,5.9,29.2,53.1,22.1,38.1,4.47,66.0,98.8,0,2502.0,221.6,3520,157,93.3,46,None,None,0,Low
IT-FRW-001,Firewall,Network Room,Cisco ASA,2023-02-16,Afternoon,2.3,32.6,37.7,29.7,35.0,2.63,84.9,100.0,0,2550.0,217.2,7834,37,100.0,120,None,None,0,Low
IT-WRK-004,Workstation,Office,Ubuntu 20.04,2021-01-28,Morning,1.2,55.6,49.4,53.5,38.9,9.82,143.6,98.6,2,2122.0,206.2,534,92,96.8,117,None,None,0,Low
IT-RTR-002,Router,Network Room,N/A,2022-09-14,Morning,1.9,39.7,38.5,36.4,40.8,123.83,54.0,100.0,14,2496.0,215.3,7123,71,79.0,1,Network Interface,Network Outage,1,Critical
IT-SWT-002,Switch,Network Room,HP ProCurve,2021-04-10,Morning,5.0,69.5,67.7,35.3,39.3,1.67,84.3,96.9,32,2488.0,219.4,3669,36,52.0,2,OS/Software,Software Crash,1,Critical
IT-PRT-002,Printer,Office,N/A,2022-11-21,Night,4.3,23.3,38.0,56.2,33.5,10.75,107.4,97.7,0,2034.0,219.8,2675,109,98.1,100,None,None,0,Low
IT-RTR-003,Router,Network Room,N/A,2022-08-08,Morning,2.2,36.4,37.7,46.0,40.7,1.21,132.1,99.6,2,2514.0,189.7,232,68,97.0,3,Power Supply,Power Failure,1,Critical
IT-STR-001,Storage Device,Data Center,N/A,2022-05-04,Morning,7.5,20.2,10.7,100.0,34.9,8.48,75.4,85.1,21,1859.0,220.1,8422,174,44.9,2,Hard Disk,Disk Failure,1,Critical
IT-SRV-005,Server,Data Center,Windows Server 2019,2022-03-25,Morning,4.7,54.8,60.3,78.1,48.0,3.77,271.6,92.0,0,2935.0,218.0,4353,57,100.0,139,None,None,0,Low
IT-SRV-002,Server,Data Center,Ubuntu 22.04,2021-04-03,Morning,4.1,100.0,32.1,57.8,76.2,9.19,366.8,95.2,4,2489.0,219.0,3597,183,49.8,7,Cooling System,Overheating,1,Critical
IT-SWT-003,Switch,Network Room,Cisco IOS,2023-03-01,Night,4.9,50.6,47.6,28.9,30.1,3.39,66.2,52.3,0,2432.0,202.9,8336,48,100.0,1,Battery,UPS Battery Failure,1,Critical
IT-UPS-003,UPS,Power Room,N/A,2023-11-25,Afternoon,6.4,11.7,21.4,12.1,29.8,0.65,326.1,81.7,1,1955.0,225.6,5066,95,98.0,83,None,None,0,Low
IT-WRK-001,Workstation,Office,Windows 11,2023-08-09,Night,6.0,63.5,82.0,74.1,43.0,7.43,179.4,100.0,0,2056.0,223.1,4444,62,99.2,31,None,None,0,Low
IT-SRV-001,Server,Data Center,Ubuntu 22.04,2021-02-11,Morning,6.2,51.5,55.0,42.7,46.5,4.44,370.4,95.8,1,2717.0,224.5,1091,327,74.8,174,None,None,0,Medium
IT-RTR-003,Router,Network Room,Juniper JunOS,2022-07-03,Afternoon,0.6,22.8,39.0,38.2,40.6,1.24,63.5,100.0,0,2677.0,217.4,1545,298,79.2,155,None,None,0,Medium
IT-SRV-003,Server,Data Center,Windows Server 2019,2023-04-02,Night,1.8,47.1,54.4,55.7,44.2,4.33,444.5,90.6,2,2885.0,219.8,7699,143,91.7,161,None,None,0,Low
IT-SWT-003,Switch,Network Room,Cisco IOS,2023-03-18,Morning,5.5,42.0,49.2,23.2,41.5,4.2,74.5,29.4,2,2341.0,201.8,509,304,75.6,3,Battery,UPS Battery Failure,1,Critical
IT-UPS-003,UPS,Power Room,N/A,2022-01-22,Afternoon,1.4,7.1,23.9,20.9,29.7,1.71,513.2,82.3,1,1959.0,220.6,8093,192,88.3,92,None,None,0,Medium
IT-UPS-003,UPS,Power Room,N/A,2023-06-20,Night,2.9,9.7,22.3,20.0,31.7,0.39,539.4,94.6,2,2092.0,206.5,5303,331,72.9,109,None,None,0,Medium
IT-FRW-002,Firewall,Network Room,Fortinet FortiOS,2023-09-30,Morning,4.8,48.4,39.3,2.7,40.9,3.03,99.2,97.4,1,2087.0,223.2,5923,212,86.3,77,None,None,0,Medium
IT-STR-001,Storage Device,Data Center,N/A,2023-12-09,Afternoon,6.2,25.6,37.2,75.6,29.4,3.65,84.1,94.1,2,1899.0,224.1,376,270,79.0,43,None,None,0,Medium
IT-WRK-003,Workstation,Office,Ubuntu 20.04,2021-03-25,Morning,2.5,21.4,59.1,66.0,39.4,6.12,189.6,81.0,3,2311.0,217.0,5731,80,95.5,50,None,None,0,Low
IT-SRV-002,Server,Data Center,Windows Server 2022,2022-08-27,Afternoon,3.0,20.9,60.0,43.3,42.6,5.36,313.2,89.2,4,3097.0,221.0,5031,12,94.0,52,None,None,0,Low
IT-UPS-001,UPS,Power Room,N/A,2021-12-30,Morning,6.4,8.7,10.2,22.4,36.2,0.66,365.5,99.5,1,1987.0,215.0,1077,121,95.4,171,None,None,0,Low
